kata,kelas,kata_dasar,nilai
"homozigotik","Adjektiva; Bio","",3
"homozoik","Adjektiva; Geo","",3
"hompimpa","Nomina","",8
"hompong","Nomina; Dy","",1
"hompongon","Nomina; Jb","",1
"hona-honabu","Nomina; Gor","",1
"honae","Nomina; Dn","",5
"honan","Nomina; Tbs","",2
"honcoe","","",2
"hondung","Nomina; Kb","",1
"hondung","Nomina; Kb","",1
"honduras","Nomina","",5
"hongbao","Nomina; Cn","",5
"hongi","Adjektiva","",4
"hongi","Nomina; Me","",1
"hongkong","Nomina","",7
"hongutaloju","Nomina; Kal","",1
"honiara","Nomina","",5
"honjan","Nomina; Dy","",1
"honje","Nomina","",6
"honji","Nomina","",4
"honok","Adjektiva; Md","",1
"honolang","Nomina; Bla","",1
"honoor","Nomina; Let","",1
"honor","Nomina; sing","",2
"honorarium","Nomina","",9
"honorer","Adjektiva","",8
"honorifik","Adjektiva; Ling","",5
"honoruk","Nomina; Bla","",1
"honovot","Verba; Bla","",1
"honto","Nomina; Sln","",1
"honyok","","",2
"hopagen","Nomina; Bld","",1
"hopana","Nomina; Kim","",3
"hopbiro","Nomina; Bld","",2
"hope","Nomina; Sb","",1
"hopele","Nomina; Tb","",1
"hopi","Nomina","",4
"hoping","Nomina; Bt","",1
"hopkalit","Nomina; Kim","",3
"hopkantor","Nomina; Bld","",2
"hoplofili","Nomina; Psi","",2
"hoplofilia","Nomina; Psi","",2
"hoplofobia","Nomina; Psi","",3
"hopok","Nomina; Bt","",1
"hopol","","",2
"hopuk","Nomina; Bt","",1
"hopun","Verba; Sln","",1
"hopyes","Nomina; Bld","",2
"hoqa","Verba; Bla","",1
"hoqil","Nomina; Bla","",1
"hora","Nomina; Bla","",1
"horak","","",2
"horak","","",2
"horas","Partikel; Bt","",6
"horcata","Nomina; Sp","",4
"hordeng","","",2
"hordeng","","",2
"hordeolum","Nomina; Dok","",4
"hore","Partikel","",9
"horeka","Nomina; akr","",7
"horenso","Nomina; Bot","",5
"hori","Nomina; Kls","",2
"horiatiki","Nomina","",3
"horidus","Nomina; Bot","",2
"horio","Adjektiva; Me","",1
"horisontal","","",2
"horisontal","","",2
"horizon","Nomina; Geo; Tn","",7
"horizontal","Adjektiva","",9
"horja","Nomina; Bt","",2
"hormat","Adjektiva; Nomina","",10
"hormefobia","Nomina; Psi","",3
"hormon","Nomina","",9
"hormonal","Adjektiva; Bio","",7
"hornblenda","Nomina","",3
"horni","Nomina","",3
"horok-horok","Nomina; Jw","",3
"horologi","Nomina","",4
"horologium","Nomina; Astron","",4
"horoma","Verba; Tb","",1
"horopter","Nomina; Dok","",3
"horor","Nomina","",8
"horoskop","Nomina","",6
"hortatori","Nomina; Ling","",4
"hortensia","Nomina","",6
"hortikultur","","",2
"hortikultur","","",2
"hortikultura","Nomina","",8
"hortikulturis","Nomina","",4
"horu","Nomina; Oi; Verba; Gal","",1
"horu","Verba; Me","",1
"hosea","Nomina; Kris","",4
"hosiami","Nomina; Bot","",2
"hoskut","Nomina; cak","",4
"hosoto","Nomina; BlM","",1
"hospes","Nomina","",4
"hospitalisasi","Nomina","",6
"hospitalitas","Nomina","",6
"hostel","Nomina","",8
"hostes","Nomina","",6
"hosti","Nomina; Kat","",6
"hostilitas","Nomina","",5
"hotang","Nomina; akr","",4
"hotar","Nomina; Bt","",1
"hote","","",2
"hote","Nomina; Pp","",1
"hotel","Nomina","",9
"hotelier","Nomina; Hot","",5
"hoti","Nomina","",3
"hotoba","Nomina; Lh","",1
"hotok","Nomina; Kor","",1
"hotong","Nomina","",3
"hotong","Nomina","",3
"hotu","Nomina; Aln","",1
"hotu","Nomina; Kb","",1
"houlow","Verba","",2
"hovongan","Nomina","",3
"howardit","Nomina; Astron","",3
"howea","Nomina; Ca","",2
"howitzer","Nomina; Mil","",5
"howu","Nomina; Ram","",1
"hoya","Nomina; Bot","",4
"hoya","Nomina; Tb","",1
"hoyog","Nomina; Jw; Verba","",2
"hoyok","Nomina; Jw","",2
"hrivnia","Nomina","",4
"hua","Nomina; Aln","",1
"huai","Pronomina; Dy","",1
"huakiau","Nomina; Cn","",3
"huan","Nomina; Ky","",1
"huana","Nomina; Cn","",4
"huang","Nomina; Dy","",1
"huat","Nomina; Bla","",1
"hubabah","Nomina; Ar","",3
"hubad","Nomina; akr","",2
"hubar","","",2
"hubar","","",2
"hubar-habir","Adjektiva","",3
"hubaya-hubaya","Partikel; kl","",4
"hubdar","Nomina; akr","",2
"hubla","Nomina","",4
"hubla","Nomina; akr","",2
"hububan","Nomina; Jw","",2
"hubulwatan","Nomina","",4
"hubung","Verba","",9
"hucap","Nomina","",2
"huda","Nomina; Isl","",5
"huda-huda","Nomina","",3
"hudai","Nomina; kl","",2
"hudaibiah","Nomina","",5
"hudali","Nomina; Bt","",1
"hudangu","Nomina; Kb","",1
"hudei","Nomina; Bt","",1
"hudhud","Nomina","",5
"hudis","Nomina; akr","",2
"hudok","Nomina; BhUj","",3
"hudud","Nomina; Isl","",6
"huele","Nomina; Pi","",1
"hufaz","Nomina","",5
"hugat","Nomina","",2
"hugelkultur","Nomina","",4
"hugu-hugu","Nomina; Wl","",1
"huhate","Nomina; MAb","",3
"huheyidu","Nomina; Gor","",1
"huhuku","Nomina; Tb","",1
"huhuku","Verba; Tb","",1
"huhupeta","Nomina; Gor","",1
"hui","Nomina; Bun","",1
"huit","Nomina; Dy","",1
"hujah","","",2
"hujah","Nomina; Ar","",3
"hujaj","Nomina; Ar","",3
"hujan","Nomina; ki; Verba","",10
"hujat","Nomina","",7
"huji","Adjektiva","",3
"hujin","Nomina","",3
"hujung","Nomina","",7
"huka-huka","Nomina; Lh","",1
"hukah","","",2
"hukah","","",2
"hukama","Nomina; Ar","",4
"hukede","Nomina; Gor","",1
"hukormas","Nomina; akr","",2
"hukum","Nomina","",10
"hukumullah","Nomina; Ar","",3
"hukung","Nomina; Bla","",1
"hukung","Nomina; Alr","",1
"hula-hula","Nomina","",5
"hula-hula","Nomina; Sen","",4
"huladedu","Nomina; Gor","",1
"hulahop","Nomina","",6
"hulam","Nomina","",4
"hulande","Nomina; Gor","",1
"hulang-hulang","Nomina; Bt","",1
"hulango","Nomina; Gor","",1
"hulango","Nomina; BlM","",1
"hulapa","Nomina; Gor","",1
"hulbah","Nomina; Bot","",3
"hulele","Nomina; Tb","",1
"hulepe","Verba; Tb","",1
"huler","Nomina","",4
"hulihu","Nomina; Gor","",1
"hulihu","Nomina; Gor","",1
"hulihulilame","Nomina; Gor","",1
"huliliyo","Nomina; Gor","",1
"huliliyo","Nomina; Gor","",1
"huliyahu","Nomina; Gor","",1
"hulolo","Nomina; Gor","",1
"hulontalo","Nomina","",6
"hulonuto","Nomina; Gor","",1
"huloyongo","Nomina; Gor","",1
"huloyongo","Nomina; Gor","",1
"hulu","Nomina; kl","",7
"hulubalang","Nomina","",7
"hulubalangi","Nomina; Gor","",1
"huludu","Nomina; Gor","",1
"hulukembang","Nomina; Sd","",1
"hulukumbang","Nomina; Sd","",1
"hulul","Nomina; Tas","",2
"hulun","Nomina; Dy","",1
"hulupeutieun","Nomina; Sd","",1
"hulur","","",2
"hulur","","",2
"huluto","Nomina; Gor","",1
"huluu","Nomina; Gor","",1
"huma","Nomina","",8
"humakoin","Nomina; Kai","",1
"human","Adjektiva","",5
"humanawai","Nomina","",2
"humaniora","Nomina","",8
"humanis","Nomina; Adjektiva","",8
"humanisasi","Nomina","",5
"humanisme","Nomina","",8
"humanistik","Adjektiva","",5
"humanistis","Adjektiva","",5
"humanitarian","Nomina; Adjektiva","",5
"humanitarianisme","Nomina","",4
"humanitas","Nomina","",5
"humaniter","Adjektiva","",6
"humanjuang","Nomina; Sd","",1
"humapit","Nomina; Sd","",1
"humapur","Adjektiva; Sd","",1
"humaranga","Nomina; Tb","",1
"humas","Nomina; akr","",8
"humbal","Nomina; Bjr","",1
"humbalang","","",2
"humbalang","Verba; Md","",1
"humbelo","Nomina","",2
"humbia","Nomina; Sng","",1
"humbiya","Nomina; Gor","",1
"humbu","Nomina; Wl","",1
"humbu","Verba; Mu","",1
"humbuk","Nomina; Lp","",1
"humbuni","Verba; Mu","",1
"humektan","Nomina; Kim","",4
"humerus","Nomina; Anat","",5
"humidifikasi","Nomina; Kim","",4
"humiditas","Nomina; Fis","",5
"humifikasi","Nomina","",4
"humik","Adjektiva","",4
"humilis","Nomina; Met","",3
"humin","Nomina","",4
"humita","Nomina","",3
"humomolo","Nomina; Ht","",1
"humongko","Adjektiva; Me","",1
"humor","Nomina","",9
"humor","Nomina","",5
"humoralisme","Nomina; Dok","",3
"humoris","Nomina","",7
"humoristis","Adjektiva","",6
"humorologi","Nomina","",4
"humoto","Nomina; Oi","",1
"humpa","Nomina; Jb","",1
"humpi","Nomina; Bt","",1
"humprot","Nomina; akr","",2
"humula","Nomina; Gor","",1
"humulo","Nomina; Gor","",1
"humulo","Verba; Tlk","",1
"humuriu","Nomina; Ht","",1
"humus","Nomina","",8
"humus","Nomina; Bt","",1
"humus","Nomina","",4
"huna","Nomina; Oi","",1
"hunabiru","Nomina; Zool","",2
"hunain","Nomina","",4
"huncali","Verba; Wl","",1
"huncue","Nomina","",3
"hundang-handing","Verba; Md","",1
"hune","Nomina; Dn","",1
"hungap","Nomina; Lp","",1
"hungaria","Nomina","",7
"hunggalao","Verba; Gor","",1
"hungir","Nomina; Kei","",1
"hungkam","Nomina; Bt","",1
"hungkat","Nomina; Bsm","",1
"hungolaa","Nomina; Gor","",1
"hungolao","Nomina; Gor","",1
"hungoloyo","Nomina; Gor","",1
"huni","Verba","",8
"huni","Nomina; Sd","",1
"huni","Verba; Let","",1
"hunila","Nomina; Dn","",1
"hunjam","","",2
"hunjam","","",2
"hunjin","","",2
"hunjin","","",2
"hunjuk","","",2
"hunjuk","","",2
"hunkue","Nomina; Cn","",5
"hunkwe","","",5
"hunkwe","","",5
"hunta","Nomina; Gor","",2
"huntaliyo","Nomina; Gor","",1
"huntao","Nomina; Gor","",1
"huntara","Nomina; akr","",3
"huntete","Verba; Me","",2
"hunung","Nomina","",2
"hunungu","Nomina; Tb","",1
"hunus","Verba","",5
"hunyur","Nomina; Sd","",2
"huolo","Nomina; Ht","",1
"hupak","Nomina; Bt","",2
"hupang","Nomina; Bt","",2
"hupla","Nomina","",2
"huput","Nomina; Dy","",1
"hura-hura","Adjektiva; Nomina","",7
"hurah","Nomina","",3
"huras","Nomina; Ko","",1
"huri","Nomina; Sb","",3
"huria","Nomina","",4
"huriah","Nomina; Ar","",3
"hurik","Nomina; Bun","",1
"hurikan","Nomina","",5
"huripan","Nomina; Sd","",2
"hurje","Nomina; Bt","",2
"hurmuk","","",1
"hurpak-hurpak","Nomina; Bt","",1
"huru","Nomina; Tb","",3
"huru-hara","Nomina","",8
"huruf","Nomina","",9
"hurung","Nomina; Dy; Bt","",2
"hurupa","Nomina; Filol","",2
"husada","","",6
"husada","","",6
"husnudzon","","",5
"husnudzon","","",5
"husnulkhatimah","Nomina; Isl","",6
"husnuzan","Nomina; Ar","",6
"husor","Nomina; Bt","",2
"husu","Nomina; Pi","",2
"husui","Nomina","",2
"husuk","","",6
"husuk","","",6
"husupana","Nomina; Pi","",1
"huta","Nomina; Bt","",4
"huta","Verba; Ht","",3
"hutak","Nomina; Rt","",1
"hutan","Nomina","",9
"hutang","","",8
"hutang","","",8
"hutas","Nomina; Lp","",2
"huto","Nomina; Gor","",3
"hutolua","Nomina; Pi","",1
"hutspot","Nomina; Tbg","",3
"hutuhutoo","Nomina; Gor","",1
"hutunesi","Verba; Pi","",1
"hutung","Nomina","",3
"hutuno","Nomina; Pi","",1
"hutus","Nomina; Bun","",2
"hutuwa","Nomina; Gor","",2
"huung","Nomina; BhUj","",1
"huwa","Nomina; Tas","",2
"huwa","Nomina; Kal","",2
"huwali","Nomina; Gor","",2
"huwamalu","Nomina; Oi","",1
"huweo","Nomina; Pi","",1
"huwil","Nomina; Kei","",2
"huya","Nomina; Tb","",2
"huyung","","",4
"huyung","","",4
"hymne","","",6
"hymne","","",6
"ia","Pronomina","",9
"ia","Partikel","",7
"iab","Verba; Bl","",2
"iaido","Nomina","",4
"iaidoka","Nomina","",3
"iaju","Nomina; Pm","",1
"ialah","Partikel","",8
"iambus","Nomina; Sas","",3
"ian","Nomina; Jw","",3
"ianfu","Nomina; Jp","",4
"iang","Nomina; Bla","",2
"iap","Verba","",3
"iapetus","Nomina; Astron","",3
"iat","Adjektiva; Bl","",2
"iatrofobia","Nomina; Psi","",2
"iatrogenik","Nomina; Dok","",4
"iau","Nomina","",2
"iba","Adjektiva","",7
"iba","Nomina; Hat","",3
"ibab","Nomina; Ldy","",1
"ibadah","Nomina","",9
"ibadat","Nomina","",8
"ibadurahman","Nomina; Isl","",4
"ibah","","",4
"ibah","","",4
"ibai","Verba; Dy","",2
"ibak-ibak","Nomina; Dy","",2
"iban","Nomina","",5
"iban","Nomina","",4
"iban","Nomina; Ldy","",2
"ibar-ibar","Nomina","",3
"ibarah","Nomina; Isl","",3
"ibarat","Nomina; Partikel","",8
"ibat","Nomina; Bla","",2
"ibat","Nomina; Lmt","",2
"ibayuh","Nomina","",2
"ibek","Nomina; Ri","",3
"iber","Nomina; Sd","",2
"iberia","Nomina","",4
"ibid","Adverbia; Lt; sing","",5
"ibidem","Adverbia","",4
"ibil","Nomina; Ar","",2
"ibing","","",4
"ibing","Nomina; Jw","",3
"ibing","Verba; Klm","",2
"ibing","Verba; Klm","",2
"iblis","Nomina","",8
"ibni","Nomina; Ar","",4
"ibnu","Nomina; Ar","",5
"ibnusabil","Nomina; Isl","",5
"ibok","Nomina; Sg","",2
"ibon","Verba; Dy","",2
"ibra","Nomina; Ar","",3
"ibrah","Nomina; Ar","",6
"ibrahim","Nomina; Isl","",6
"ibrani","Nomina; Kris","",6
"ibrik","Nomina","",3
"ibrit","","",4
"ibtida","Nomina; Ar","",4
"ibtidaiah","Nomina","",6
"ibtila","Nomina; Ar","",3
"ibu","Nomina","",9
"ibu","Nomina","",9
"ibubuhan","Nomina; Dy","",1
"ibuisme","Nomina","",4
"ibuk","","",4
"ibuk","","",4
"ibukota","","",10
"ibul","Nomina","",3
"ibun","Nomina","",4
"ibunda","Nomina; hor","",8
"ibung","Nomina; ark; Plb","",2
"ibung","Nomina; Buo","",1
"ibuprofen","Nomina","",7
"ibus","Nomina; Verba; Jb","",3
"icak-icak","Adverbia; cak","",5
"iceus","Adjektiva; Sd","",2
"icikibung","Nomina; Sd","",4
"icip","Verba","",6
"icir","Nomina; Jw","",2
"icir","Nomina","",2
"icis","Verba; Sd","",2
"icup","Verba; Klm","",2
"ida","Nomina; Bl","",5
"ida","Nomina; Ca","",3
"idah","Nomina; kl","",4
"idah","Nomina; Isl","",6
"idak","Verba; Bgi","",1
"idam","Verba","",6
"idam","","",4
"idang","Nomina; Jb","",2
"idap","","",6
"idap","Nomina; Bkt","",2
"idarah","Nomina","",3
"idaran","Nomina; Dy","",2
"idas","Nomina","",3
"idat","Nomina; BhUj","",1
"ide","Nomina","",9
"ideal","Adjektiva; Nomina; Mat","",8
"idealis","Nomina","",6
"idealisasi","Nomina","",5
"idealisme","Nomina; Sas","",6
"idealistik","Adjektiva","",4
"idealistis","Adjektiva","",5
"ideasi","Nomina","",4
"ideasional","Adjektiva","",3
"ideate","Verba","",3
"idelisir","Nomina; Psi","",3
"idem","Adverbia","",5
"identifikasi","Nomina; Psi","",8
"identik","Adjektiva","",7
"identis","Adjektiva","",4
"identitas","Nomina","",9
"ideofobia","Nomina; Psi","",2
"ideofon","Nomina; Ling","",3
"ideograf","Nomina","",4
"ideografi","Nomina","",4
"ideografis","Adjektiva","",3
"ideogram","Nomina; Ling","",5
"ideologi","Nomina","",8
"ideologis","Adjektiva","",6
"ideologisasi","Nomina","",4
"ideomotor","Adjektiva","",3
"ideoplastik","Nomina; Sen","",3
"ideopolitor","Nomina; akr","",2
"idep","Nomina; Jw","",4
"idep","Nomina; Sd","",2
"ider","Verba","",4
"ider","Nomina; Jw","",3
"ider","Verba; Jw","",3
"idgam","Nomina; Ar","",4
"idih","Partikel; cak","",6
"idiil","","",4
"idiil","","",4
"idiobiologi","Nomina; Bio","",3
"idioblas","Nomina; Bio","",3
"idiofon","Nomina; Mus","",4
"idiografik","Adjektiva","",3
"idiogram","Nomina; Bio","",3
"idiokromatik","Adjektiva","",3
"idiolek","Nomina; Ling","",5
"idiologi","","",4
"idiologi","","",4
"idiom","Nomina; Ling; ark","",6
"idiomatis","Adjektiva","",5
"idiomatologi","Nomina; Ling","",3
"idiomorf","Nomina; Fis","",3
"idiopatik","Nomina","",4
"idioplasma","Nomina; Bio","",3
"idiosi","Nomina","",4
"idiosinkrasi","Nomina","",5
"idiosinkratik","Adjektiva","",4
"idiot","Nomina","",8
"idiotikon","Nomina; Ling","",3
"idiotipe","Nomina; Bio","",3
"idiotipe","Nomina; Tan","",3
"idiotisme","Nomina","",4
"idiotop","Nomina; Bio","",3
"idip-idip","Verba; Md","",2
"idokras","Nomina; Geo","",2
"idola","Nomina","",7
"idolisasi","Nomina; Psi","",4
"idpol","Nomina; akr","",2
"idrak","Adjektiva","",3
"idris","Nomina; Isl","",5
"idu","Nomina","",4
"iduka","Nomina; akr","",2
"idul","Verba; Bgi","",2
"iduladha","Nomina","",8
"idulfitri","Nomina","",10
"idulkurban","","",5
"idulkurban","","",5
"idung","","",4
"idung","","",4
"idup","","",5
"idup","","",5
"idus","Nomina; Jb","",2
"idzin","","",4
"idzin","","",4
"ie","Nomina; Lt; sing","",7
"ifa","Nomina; Stn","",2
"ifaa","Nomina; Stn","",1
"ifah","Nomina; Ar","",4
"ifrit","Nomina","",5
"iftar","Nomina","",7
"iftirasy","Nomina; Isl","",5
"iftitah","Nomina; Ar","",6
"ifumi","Nomina; Cn","",6
"ifut","Nomina; Ldy","",1
"ifut","Verba; Ldy","",1
"iga","Nomina","",7
"igak-igak","Verba; Dy","",2
"igal","Nomina; Jb","",3
"igal","","",2
"igal","Nomina; Ar","",3
"igan","Verba; Dy","",1
"igau","Verba","",6
"igau","Adjektiva","",4
"igbo","Nomina","",4
"iglo","Nomina","",5
"ignimbrit","Nomina; Geo","",3
"ignitor","Nomina; El","",4
"ignostisisme","Nomina; Fil","",3
"igora","Nomina; Brk","",2
"iguana","Nomina","",6
"iguanodon","Nomina; Zool","",4
"igudar","Nomina","",2
"iguh","Nomina; Dy","",1
"iha","Nomina","",3
"iha","Nomina; Buli","",2
"ihaheta","Nomina; Pi","",1
"ihaheta","Nomina; Pi","",1
"ihanah","Nomina; Ar","",3
"ihanga","Nomina; Tb","",1
"ihau","Nomina; Bot","",3
"ihdad","Verba; Ar","",4
"ihi","Nomina; Bla","",1
"ihiroi","Nomina; Lh","",1
"ihit","Verba; Krc","",2
"ihlas","","",5
"ihlas","","",5
"ihoko","Verba; Tsg","",1
"ihram","Adjektiva; Isl; Verba","",7
"ihsan","Adjektiva; Ar; Nomina","",7
"ihsanat","Nomina","",3
"ihsas","Verba","",3
"ihtiar","","",5
"ihtiar","","",5
"ihtifal","Nomina; Ar","",4
"ihtikar","Nomina","",3
"ihtimal","","",3
"ihtimal","Nomina","",3
"ihuk","Nomina; Tj","",1
"ihwal","Nomina","",7
"iito","Nomina; Gor","",1
"ijab","Nomina","",8
"ijab","Nomina; Dy","",3
"ijabah","Nomina","",6
"ijabat","","",4
"ijabat","","",4
"ijajil","Nomina","",4
"ijak-ijak","Nomina; Jw","",3
"ijaleken","Verba; Bt","",2
"ijambe","Nomina","",4
"ijap","Nomina; Ri","",3
"ijarah","Nomina; Ar","",5
"ijari","Nomina; Dy","",2
"ijas","Nomina; Ar","",3
"ijasah","","",5
"ijasah","","",5
"ijazah","Nomina","",8
"ijbar","Nomina","",4
"ijebasik","Nomina","",2
"ijeman","Nomina","",3
"ijen","Nomina","",4
"ijep","Nomina; Sd","",2
"ijin","","",6
"ijin","","",6
"ijir","Verba; Jw","",3
"ijma","Nomina","",6
"ijmak","Nomina; Isl","",6
"ijmal","Nomina; Adjektiva","",5
"ijmali","Adjektiva; Ar","",4
"ijo","","",5
"ijo","","",5
"ijon","Nomina; Ek","",6
"ijon","Nomina; Jw","",4
"ijongkari","Verba; Bg","",1
"ijtihad","Nomina","",7
"ijtihadi","Adjektiva","",5
"ijtima","","",4
"ijtima","","",4
"ijtimaiah","Adjektiva","",4
"ijtimak","Nomina","",5
"ijuk","Nomina","",6
"ika","Nomina; Stn","",2
"ikab","Nomina; Ar","",3
"ikada","Nomina; akr","",5
"ikadabuki","Nomina","",2
"ikadi","Nomina; akr","",4
"ikadin","Nomina; akr","",5
"ikaheka","Nomina; Pp","",1
"ikahi","Nomina; akr","",5
"ikal","Adjektiva","",7
"ikama","Nomina","",3
"ikamah","Nomina; Isl","",6
"ikan","Nomina; cak","",8
"ikan-ikan","Nomina; Lay","",4
"ikanisasi","Nomina","",4
"ikap-ikap","Verba; MBl","",1
"ikapi","Nomina; akr","",5
"ikasi","Nomina; akr","",4
"ikat","Nomina; ki","",7
"ikat","Nomina; Klm","",3
"ikau","Nomina; Dy","",2
"ikau","Nomina; Dy","",2
"ikayaki","Nomina; Jp","",4
"ikd","Nomina; Adm; sing","",4
"ike","Nomina; Tlk","",2
"ikea","Verba; Mn","",3
"ikebana","Nomina","",6
"iken","Nomina; Ss","",2
"iker","Nomina; Jw","",3
"iker","Nomina; Jw","",2
"iket","Nomina; Jw","",5
"ikhbar","Nomina; ark","",4
"ikhfa","Nomina; Ar","",5
"ikhlas","Adjektiva","",8
"ikhtiar","Nomina","",8
"ikhtiari","Adjektiva","",5
"ikhtilaf","Nomina; Ar","",5
"ikhtilat","Nomina; Ar","",4
"ikhtiogeografi","Nomina","",3
"ikhtiosarkotoksisme","Nomina; Dok","",2
"ikhtiotoksisme","Nomina","",2
"ikhtisar","Nomina","",8
"ikhtitam","Nomina; Ar","",4
"ikhwal","","",5
"ikhwal","","",5
"ikhwan","Nomina; Ar; cak","",6
"ikhwanusafa","Nomina; Ar","",4
"ikigai","Nomina; Jp","",6
"ikigai","Nomina; Jp","",6
"ikilahagasogo","Nomina; Dn","",1
"ikioko","Verba; Ht","",1
"ikipalek","Nomina","",2
"iklab","Nomina","",4
"iklan","Nomina","",9
"iklas","","",5
"iklas","","",5
"iklim","Nomina; ki","",8
"iknofosil","Nomina; Geo","",4
"iknologi","Nomina","",4
"ikon","Nomina; Komp","",8
"ikonik","Adjektiva","",7
"ikonis","Adjektiva","",6
"ikonisasi","Nomina","",4
"ikonisitas","Nomina; Ling","",4
"ikonofobia","Nomina; Psi","",2
"ikonograf","Nomina","",3
"ikonografi","Nomina","",5
"ikonografis","Adjektiva; Graf","",4
"ikonoklas","Nomina; Kris","",4
"ikonoklasme","Nomina","",5
"ikonoklastik","Adjektiva; Kris","",4
"ikonolatri","Nomina","",3
"ikonologi","Nomina","",4
"ikonometer","Nomina","",3
"ikonostasis","Nomina","",3
"ikosahedral","Nomina","",3
"ikosahedron","Nomina; Mat","",4
"ikrab","Nomina; Ar; Ling","",4
"ikrab","Adjektiva","",4
"ikram","Nomina","",4
"ikrar","Nomina","",8
"iksafat","Verba; Eln","",2
"iktal","Nomina; Dok","",3
"ikterius","Nomina; Dok","",3
"iktibar","Nomina","",5
"iktidal","Adjektiva; Verba; Isl","",5
"iktikad","Nomina","",7
"iktikaf","Verba; Isl","",7
"iktiofauna","Nomina; Ikn","",3
"iktiofobia","Nomina; Psi","",2
"iktiografi","Nomina","",3
"iktiolit","Nomina; Geo","",2
"iktiologi","Nomina","",5
"iktiologik","Adjektiva","",3
"iktiologis","Nomina; Adjektiva","",4
"iktiosis","Nomina","",3
"iktirad","Nomina; Ar","",3
"iktiraf","Nomina; Ar","",5
"iktisab","Nomina","",4
"iktizal","Nomina; Ar","",4
"iktus","Nomina; Sas","",3
"ikud","Nomina; Bl","",2
"ikuh","Nomina; Huk","",2
"ikur-ikur","Nomina","",3
"ikura","Nomina; Jp","",4
"ikut","Verba","",8
"ikut","Nomina; Jw","",3
"ila-ila","Nomina; Bt","",2
"ilab","Verba; Ldy","",1
"ilafi","Nomina; Isl","",3
"ilah","Nomina; Ar","",6
"ilah","Nomina; Ar","",5
"ilahe","Nomina; Gor","",2
"ilahi","Nomina; Adjektiva","",8
"ilahiah","Nomina; Ar","",6
"ilahiat","Nomina","",5
"ilai","Verba","",4
"ilai","Nomina; Bjr","",3
"ilak","Nomina; Mk","",3
"ilak","Nomina; Isl","",4
"ilalang","Nomina","",7
"ilam-ilam","Adjektiva","",5
"ilang","Nomina; Ach","",4
"ilanggela","Nomina; Gor","",1
"ilangopitilo","Nomina; Gor","",1
"ilanun","Nomina","",4
"ilar","Verba","",3
"ilaran","Nomina; Tan","",3
"ilas","Verba; Jk","",3
"ilas","Nomina; Bt","",2
"ilat","Nomina; Ar; Partikel; Adjektiva","",5
"ilat","Nomina; Sd","",2
"ilat","Nomina; Sd","",2
"ilat","Bjr","",2
"ilat-ilat","Nomina; Eln","",2
"ilat-ilat","Nomina; Jw","",3
"ilat-ilatan","Nomina","",4
"ilatutu","Nomina; Pi","",1
"ilau","Nomina; Mt","",2
"ilau","Nomina; Jb","",3
"ilawato","Nomina; Gor","",1
"ilbas","Nomina; Tas","",1
"ildanan","Nomina; Kei","",1
"ile","Nomina; Ylh","",2
"iled","Verba; Ldy","",1
"ilegal","Adjektiva","",8
"ilei","Adverbia; Ldy","",1
"ileitis","Nomina; Dok","",4
"ileng","Nomina; Ke","",1
"ileokolik","Adjektiva","",3
"ileosekal","Adjektiva; Anat","",4
"ileostomi","Nomina; Dok","",4
"ilep","Nomina; Gy","",1
"ilepao","Nomina; Gor","",1
"iler","Nomina","",5
"iles","Nomina","",4
"iles-iles","Nomina","",5
"ileum","Nomina","",6
"ileus","Nomina","",5
"ilfil","Adjektiva; cak","",6
"ilham","Nomina","",8
"ilhuwa","Nomina; Oi","",1
"ili","Verba; ark","",3
